5,0.9722222222222222,0.972972972972973,0.9295774647887323,0.9428571428571428,0.9863013698630138,0.9859154929577464,0.9210526315789473,0.9166666666666667,0.9275362318840579,1.0
10,1.0,0.972972972972973,0.9589041095890412,0.9577464788732395,1.0,0.9863013698630138,0.9350649350649352,0.9722222222222222,1.0,0.9855072463768115
15,0.972972972972973,0.9444444444444444,1.0,0.918918918918919,0.9565217391304348,1.0,0.9863013698630138,0.9565217391304348,0.9855072463768115,0.9855072463768115
20,0.972972972972973,0.9722222222222222,0.972972972972973,0.9722222222222222,0.9589041095890412,0.9428571428571428,0.9722222222222222,0.9722222222222222,0.9859154929577464,0.9428571428571428
25,1.0,0.9428571428571428,0.9722222222222222,0.9444444444444444,1.0,0.9333333333333333,0.9863013698630138,0.9714285714285714,0.9722222222222222,0.9714285714285714
30,0.9714285714285714,0.9444444444444444,0.9589041095890412,0.9589041095890412,0.9863013698630138,1.0,1.0,0.9859154929577464,0.9444444444444445,0.958904109589041
35,0.9863013698630138,0.9722222222222222,0.9577464788732395,0.9722222222222222,0.9333333333333333,0.9859154929577464,0.9863013698630138,0.9393939393939393,0.9714285714285714,0.9577464788732395
40,0.9722222222222222,0.9722222222222222,0.9863013698630138,0.9589041095890412,0.9444444444444444,0.9863013698630138,1.0,0.9577464788732395,0.9855072463768115,0.9577464788732395
45,0.9863013698630138,0.9859154929577464,0.9565217391304348,0.972972972972973,0.972972972972973,0.9722222222222222,0.9863013698630138,0.9714285714285714,0.9411764705882354,0.9444444444444445
50,0.972972972972973,0.9714285714285714,0.9859154929577464,0.9589041095890412,0.9142857142857143,0.9600000000000001,0.9714285714285714,0.9859154929577464,0.9859154929577464,0.9577464788732395
55,0.9859154929577464,0.9577464788732395,0.9722222222222222,0.9589041095890412,0.9859154929577464,0.972972972972973,0.9444444444444444,0.9859154929577464,0.9859154929577464,0.9714285714285714
60,0.9459459459459458,0.9589041095890412,0.9411764705882353,0.9722222222222222,0.972972972972973,0.9444444444444444,0.9859154929577464,0.9565217391304348,0.9859154929577464,0.9859154929577464
